step,epoch,lossD,lossG,loss_gan,loss_spec,loss_fm,loss_evasion,inst_noise,delta,lambda_evasion,p_bona_mean
51900,17,-0.1800537109375,-2473.13623046875,-2478.298828125,4.376047611236572,0.09185659885406494,0.6947571635246277,0.00011140007828547535,0.002,1.0,0.49902546405792236
52000,17,0.0858398973941803,-2499.13916015625,-2505.560546875,5.633350849151611,0.0948636382818222,0.6931900978088379,0.00011029157383670197,0.002,1.0,0.4999465346336365
52100,17,-0.1397705078125,-2597.442626953125,-2603.40625,5.1600446701049805,0.11073602735996246,0.6926934719085693,0.00010919409974025742,0.002,1.0,0.5002042055130005
52200,17,-0.162109375,-2550.732666015625,-2556.733642578125,5.193251132965088,0.11464517563581467,0.6927914619445801,0.00010810754623684157,0.002,1.0,0.5001817941665649
52300,17,-0.19158935546875,-2513.961181640625,-2519.5205078125,4.7718024253845215,0.09438114613294601,0.6931215524673462,0.00010703180465933196,0.002,1.0,0.5000185370445251
52400,17,0.010367631912231445,-2592.15771484375,-2599.264404296875,6.2883405685424805,0.12527000904083252,0.6930508017539978,0.0001059667674219157,0.002,1.0,0.5000540614128113
52500,17,-0.19427490234375,-2619.124267578125,-2626.72314453125,6.798666954040527,0.11379820108413696,0.6865034103393555,0.00010491232800932993,0.002,1.0,0.5027428865432739
52600,17,-0.0863037109375,-2599.689208984375,-2606.1806640625,5.692520618438721,0.10452629625797272,0.6944187879562378,0.00010386838096620939,0.002,1.0,0.4999796748161316
52700,17,-0.1708984375,-2598.435791015625,-2604.81396484375,5.570566177368164,0.11505866050720215,0.6926690936088562,0.00010283482188653912,0.002,1.0,0.5003054738044739
52800,17,-0.03403475880622864,-2563.2314453125,-2569.583984375,5.557217597961426,0.10260549187660217,0.6928728222846985,0.00010181154740321303,0.002,1.0,0.5000463128089905
52900,17,-0.12738037109375,-2703.7197265625,-2708.524658203125,4.0238752365112305,0.08793969452381134,0.6929941773414612,0.00010079845517769635,0.002,1.0,0.5000887513160706
53000,17,-0.14605712890625,-2591.73974609375,-2598.910888671875,6.362132549285889,0.11603894829750061,0.6932086944580078,9.979544388979015e-05,0.002,1.0,0.5000371932983398
53100,18,-0.1607666015625,-2656.935302734375,-2662.60498046875,4.88596248626709,0.09032431244850159,0.6933438777923584,9.880241322749871e-05,0.002,1.0,0.49993690848350525
53200,18,0.0017556846141815186,-2700.0859375,-2706.68701171875,5.813292026519775,0.09482403099536896,0.6930193901062012,9.781926387699673e-05,0.002,1.0,0.5000478625297546
53300,18,-0.19775390625,-2687.10302734375,-2693.560546875,5.651047229766846,0.11328968405723572,0.6931793689727783,9.684589751269742e-05,0.002,1.0,0.4999590218067169
53400,18,-0.10382080078125,-2621.93798828125,-2628.164306640625,5.443603515625,0.08941341936588287,0.6932615637779236,9.588221678741849e-05,0.002,1.0,0.49999693036079407
53500,18,-0.107177734375,-2708.9375,-2714.90966796875,5.193394184112549,0.09113573282957077,0.6876469850540161,9.492812532264644e-05,0.002,1.0,0.5027283430099487
53600,18,-0.050826773047447205,-2796.1572265625,-2801.53173828125,4.591610431671143,0.09383562207221985,0.6892135143280029,9.398352769889779e-05,0.002,1.0,0.5019328594207764
53700,18,-0.10931396484375,-2717.168701171875,-2722.45703125,4.505477428436279,0.09257471561431885,0.6904363632202148,9.3048329446176e-05,0.002,1.0,0.5012864470481873
53800,18,-0.11700439453125,-2785.999755859375,-2791.273681640625,4.482897758483887,0.09965133666992188,0.6914460062980652,9.21224370345235e-05,0.002,1.0,0.5008324384689331
53900,18,-0.118408203125,-2745.173828125,-2752.277099609375,6.308087348937988,0.1030009314417839,0.6920652389526367,9.12057578646675e-05,0.002,1.0,0.5005291104316711
54000,18,-0.06358850002288818,-2716.093017578125,-2722.5537109375,5.659846305847168,0.10821616649627686,0.6925129294395447,9.029820025875947e-05,0.002,1.0,0.5002935528755188
54100,18,-0.15911865234375,-2800.131103515625,-2805.59716796875,4.668638706207275,0.10607913136482239,0.691125750541687,8.939967345120594e-05,0.002,1.0,0.5010274648666382
54200,18,-0.10565185546875,-2707.538330078125,-2712.107666015625,3.800389289855957,0.077569879591465,0.6913654208183289,8.851008757959102e-05,0.002,1.0,0.5008594393730164
54300,18,-0.15496826171875,-2826.4853515625,-2833.531982421875,6.24091911315918,0.11371754109859467,0.6919922232627869,8.76293536756895e-05,0.002,1.0,0.5005652904510498
54400,18,-0.012656286358833313,-2770.646728515625,-2775.64794921875,4.218926429748535,0.08987647294998169,0.6924037337303162,8.675738365656874e-05,0.002,1.0,0.5003634691238403
54500,18,-0.094482421875,-2868.60693359375,-2874.26220703125,4.872783660888672,0.089872807264328,0.6926872730255127,8.589409031577951e-05,0.002,1.0,0.5002245903015137
54600,18,-0.19696044921875,-2872.773193359375,-2879.7060546875,6.114222526550293,0.1258169412612915,0.6928645372390747,8.503938731463445e-05,0.002,1.0,0.5001376867294312
54700,18,-0.1356201171875,-2777.314453125,-2781.98681640625,3.904696464538574,0.07499652355909348,0.6926628947257996,8.41931891735733e-05,0.002,1.0,0.5001957416534424
54800,18,-0.034617967903614044,-2811.02685546875,-2817.43212890625,5.61725378036499,0.09509190917015076,0.6930732131004333,8.335541126361383e-05,0.002,1.0,0.5000352263450623
54900,18,-0.13348388671875,-2843.84423828125,-2850.216796875,5.583823204040527,0.09732253849506378,0.6913797855377197,8.252596979788826e-05,0.002,1.0,0.5009705424308777
55000,18,-0.19744873046875,-2906.962890625,-2912.84326171875,5.0753960609436035,0.11671321094036102,0.688140869140625,8.17047818232634e-05,0.002,1.0,0.5024282336235046
55100,18,-0.142822265625,-2840.206298828125,-2845.8388671875,4.85416316986084,0.08779030293226242,0.6904178261756897,8.089176521204472e-05,0.002,1.0,0.501351535320282
55200,18,-0.05803154408931732,-2895.054443359375,-2900.484619140625,4.647392272949219,0.09166248887777328,0.6912072896957397,8.008683865376258e-05,0.002,1.0,0.5009503364562988
55300,18,-0.100341796875,-2887.719482421875,-2892.19580078125,3.709383964538574,0.07520855963230133,0.6916533708572388,7.928992164704024e-05,0.002,1.0,0.5006969571113586
55400,18,-0.13311767578125,-2908.734375,-2915.479248046875,5.945600509643555,0.10723983496427536,0.6921212673187256,7.850093449154287e-05,0.002,1.0,0.5004934072494507
55500,18,-0.19635009765625,-2906.2509765625,-2912.33203125,5.278485298156738,0.10968264192342758,0.6927763223648071,7.771979828000677e-05,0.002,1.0,0.5001760125160217
55600,18,-0.08724532276391983,-2991.14208984375,-2996.693359375,4.752984523773193,0.1051657646894455,0.6929963827133179,7.694643489034756e-05,0.002,1.0,0.5000728964805603
55700,18,-0.19891357421875,-2872.5478515625,-2878.1845703125,4.847302436828613,0.09632383286952972,0.6927965879440308,7.618076697784731e-05,0.002,1.0,0.5001710653305054
55800,18,-0.1220703125,-3019.364013671875,-3024.83251953125,4.685279369354248,0.09001100063323975,0.6931180953979492,7.54227179674193e-05,0.002,1.0,0.5000137090682983
55900,18,-0.2081298828125,-2853.149169921875,-2860.567626953125,6.60169792175293,0.12536075711250305,0.6913882493972778,7.467221204594934e-05,0.002,1.0,0.5009071826934814
56000,18,0.009531080722808838,-3024.7958984375,-3030.734375,5.132594108581543,0.11444883793592453,0.6913411617279053,7.392917415471406e-05,0.002,1.0,0.5008887052536011
56100,18,-0.14593505859375,-2925.296875,-2932.548583984375,6.45611572265625,0.10383861511945724,0.691913366317749,7.319352998187394e-05,0.002,1.0,0.5006047487258911
56200,19,-0.05706787109375,-2934.59130859375,-2941.6552734375,6.270952224731445,0.10055368393659592,0.6923382878303528,7.24652059550414e-05,0.002,1.0,0.5003957152366638
56300,19,-0.1376953125,-2997.4755859375,-3003.58154296875,5.319965362548828,0.0933590829372406,0.6926351189613342,7.174412923392286e-05,0.002,1.0,0.5002502799034119
56400,19,0.033112481236457825,-3027.335205078125,-3033.998291015625,5.863882064819336,0.10634183883666992,0.6928408741950989,7.103022770303364e-05,0.002,1.0,0.5001491904258728
56500,19,-0.1719970703125,-3009.731689453125,-3016.9951171875,6.454248428344727,0.11701147258281708,0.6920210719108582,7.032342996448605e-05,0.002,1.0,0.5006075501441956
56600,19,-0.27264404296875,-2990.7333984375,-2997.533935546875,6.001175880432129,0.1077764555811882,0.6915579438209534,6.962366533084839e-05,0.002,1.0,0.5007889270782471
56700,19,-0.35211181640625,-2971.93408203125,-2978.30859375,5.5605998039245605,0.12210144847631454,0.6919487714767456,6.893086381807585e-05,0.002,1.0,0.5005886554718018
56800,19,-0.030329763889312744,-3061.88427734375,-3068.753662109375,6.074396133422852,0.10405024886131287,0.6909081339836121,6.824495613851098e-05,0.002,1.0,0.5011250972747803
56900,19,-0.17010498046875,-3073.710693359375,-3080.15966796875,5.652283191680908,0.10543395578861237,0.6912340521812439,6.756587369395461e-05,0.002,1.0,0.5009427070617676
57000,19,-0.15423583984375,-3071.83056640625,-3078.107666015625,5.490311622619629,0.09494556486606598,0.6918113231658936,6.68935485688045e-05,0.002,1.0,0.5006549954414368
57100,19,-0.12274169921875,-3155.91162109375,-3161.33203125,4.634591579437256,0.09359379857778549,0.6922762989997864,6.622791352326408e-05,0.002,1.0,0.5004258751869202
57200,19,0.01341480016708374,-3083.48095703125,-3091.063720703125,6.77779483795166,0.11231642216444016,0.6925935745239258,6.55689019866169e-05,0.002,1.0,0.500270664691925
57300,19,-0.1529541015625,-3062.1962890625,-3069.390625,6.390337944030762,0.11101757735013962,0.692802369594574,6.491644805056944e-05,0.002,1.0,0.5001679062843323
57400,19,-0.10107421875,-3094.1962890625,-3100.84619140625,5.842429161071777,0.11452095210552216,0.6929404139518738,6.427048646265906e-05,0.002,1.0,0.50010085105896
57500,19,-0.22198486328125,-3087.5302734375,-3094.29443359375,5.945735931396484,0.1263657808303833,0.6919736862182617,6.363095261972837e-05,0.002,1.0,0.500566840171814
57600,19,0.019987672567367554,-3044.727294921875,-3051.8896484375,6.361178398132324,0.10823149979114532,0.6931017637252808,6.299778256146412e-05,0.002,1.0,0.50002121925354
57700,19,-0.216796875,-3094.4599609375,-3101.3115234375,6.042597770690918,0.11595599353313446,0.6931366324424744,6.237091296400037e-05,0.002,1.0,0.5000048875808716
57800,19,-0.1629638671875,-3149.78076171875,-3156.484619140625,5.905881881713867,0.10506267845630646,0.6931470632553101,6.175028113358569e-05,0.002,1.0,0.4999999403953552
57900,19,-0.16119384765625,-3137.754150390625,-3143.73193359375,5.184781551361084,0.09987753629684448,0.6931517720222473,6.113582500031283e-05,0.002,1.0,0.499997615814209
58000,19,-0.03822667896747589,-3072.735107421875,-3079.217041015625,5.68848180770874,0.10030058026313782,0.693159282207489,6.0527483111911185e-05,0.002,1.0,0.4999939203262329
58100,19,-0.184814453125,-3227.860107421875,-3233.73779296875,5.078516006469727,0.10599975287914276,0.6931647062301636,5.992519462760084e-05,0.002,1.0,0.4999912977218628
58200,19,-0.16326904296875,-3123.486083984375,-3129.68701171875,5.392721176147461,0.11500826478004456,0.6931660175323486,5.9328899312007965e-05,0.002,1.0,0.49999070167541504
58300,19,-0.16387939453125,-3244.36865234375,-3251.08837890625,5.913763046264648,0.11288443207740784,0.693160355091095,5.87385375291405e-05,0.002,1.0,0.49999356269836426
58400,19,-0.03224673867225647,-3132.57421875,-3139.384521484375,6.016775131225586,0.10044044256210327,0.6931553483009338,5.8154050236423886e-05,0.002,1.0,0.49999600648880005
58500,19,-0.14080810546875,-3254.859375,-3260.36767578125,4.7168498039245605,0.09849893301725388,0.6931530833244324,5.7575378978796285e-05,0.002,1.0,0.4999966621398926
58600,19,-0.1201171875,-3222.833740234375,-3228.77001953125,5.1382012367248535,0.10492541640996933,0.6931638717651367,5.700246588286238e-05,0.002,1.0,0.4999917149543762
58700,19,-0.1207275390625,-3254.82373046875,-3260.4541015625,4.8463826179504395,0.09080061316490173,0.6931595802307129,5.643525365110537e-05,0.002,1.0,0.4999939203262329
58800,19,0.024742066860198975,-3264.318115234375,-3270.4033203125,5.289023399353027,0.10291959345340729,0.6931588649749756,5.587368555615672e-05,0.002,1.0,0.499994158744812
58900,19,-0.15594482421875,-3212.748046875,-3218.45166015625,4.911003112792969,0.09972433745861053,0.693160891532898,5.5317705435122615e-05,0.002,1.0,0.49999308586120605
59000,19,-0.08587646484375,-3268.572509765625,-3274.955810546875,5.583038806915283,0.10723458975553513,0.693116307258606,5.4767257683967256e-05,0.002,1.0,0.5000147819519043
59100,19,-0.1171875,-3234.377685546875,-3240.802734375,5.630033493041992,0.10176301002502441,0.6931573748588562,5.422228725195173e-05,0.002,1.0,0.49999499320983887
59200,19,0.0777163952589035,-3231.115966796875,-3238.404052734375,6.480875015258789,0.11542554199695587,0.6916137933731079,5.3682739636128405e-05,0.002,1.0,0.5007957220077515
59300,20,-0.0758056640625,-3229.466064453125,-3236.0712890625,5.811298847198486,0.1033499464392662,0.6907209157943726,5.3148560875890023e-05,0.002,1.0,0.5012703537940979
59400,20,-0.16815185546875,-3300.820556640625,-3306.50634765625,4.902549743652344,0.09265683591365814,0.6903226375579834,5.261969754757303e-05,0.002,1.0,0.5013992190361023
59500,20,-0.0882568359375,-3245.713134765625,-3251.81591796875,5.315380096435547,0.09625335037708282,0.6911066174507141,5.2096096759114695e-05,0.002,1.0,0.5010008215904236
59600,20,-0.06425069272518158,-3230.80908203125,-3237.764892578125,6.142992973327637,0.12074711173772812,0.6918305158615112,5.157770614476322e-05,0.002,1.0,0.5006433725357056
59700,20,-0.0804443359375,-3273.177001953125,-3279.1884765625,5.219326019287109,0.09990336745977402,0.6923393607139587,5.106447385984073e-05,0.002,1.0,0.5003939867019653
59800,20,-0.14544677734375,-3226.5400390625,-3232.12548828125,4.79425048828125,0.0987003967165947,0.69266676902771,5.0556348575558156e-05,0.002,1.0,0.5002339482307434
59900,20,-0.2186279296875,-3333.893310546875,-3340.38623046875,5.674703598022461,0.12563985586166382,0.6923140287399292,5.0053279473881805e-05,0.002,1.0,0.5014350414276123
60000,20,-0.032031893730163574,-3259.60791015625,-3265.7666015625,5.374184608459473,0.09272071719169617,0.6916858553886414,4.955521624245108e-05,0.002,1.0,0.5007714033126831
60100,20,-0.082763671875,-3296.165771484375,-3301.72021484375,4.773710250854492,0.08859415352344513,0.6921883225440979,4.9062109069546606e-05,0.002,1.0,0.5005435943603516
60200,20,-0.10955810546875,-3349.740966796875,-3355.34130859375,4.820914268493652,0.0875672921538353,0.6919670104980469,4.8573908639108566e-05,0.002,1.0,0.5005782842636108
60300,20,-0.1319580078125,-3258.4765625,-3263.96923828125,4.706045150756836,0.09431259334087372,0.6924693584442139,4.8090566125804535e-05,0.002,1.0,0.5003275275230408
60400,20,-0.05905771255493164,-3275.986328125,-3281.74267578125,4.9784393310546875,0.08501793444156647,0.6929035782814026,4.76120331901465e-05,0.002,1.0,0.5001176595687866
60500,20,-0.1412353515625,-3386.34521484375,-3392.48193359375,5.3456501960754395,0.09810879826545715,0.6929714679718018,4.713826197365618e-05,0.002,1.0,0.5000854730606079
60600,20,-0.1058349609375,-3353.604736328125,-3359.633056640625,5.241833686828613,0.09326866269111633,0.6930086612701416,4.666920509407895e-05,0.002,1.0,0.5000675916671753
60700,20,-0.13623046875,-3394.363525390625,-3400.4775390625,5.3239641189575195,0.09703293442726135,0.6930840015411377,4.6204815640644855e-05,0.002,1.0,0.5000307559967041
60800,20,-0.0016957968473434448,-3334.9912109375,-3341.19873046875,5.425765037536621,0.08852069079875946,0.6930748224258423,4.5745047169377226e-05,0.002,1.0,0.5000355243682861
60900,20,-0.10394287109375,-3312.604248046875,-3318.60888671875,5.214472770690918,0.09725108742713928,0.6931016445159912,4.528985369844754e-05,0.002,1.0,0.5000220537185669
61000,20,-0.19970703125,-3373.111328125,-3379.470703125,5.571053981781006,0.0953204482793808,0.6931470036506653,4.483918970357695e-05,0.002,1.0,0.4999997913837433
61100,20,-0.20831298828125,-3436.32470703125,-3442.123291015625,4.997251987457275,0.10808825492858887,0.6931506395339966,4.4393010113483334e-05,0.002,1.0,0.4999983608722687
61200,20,-0.0015768110752105713,-3354.760009765625,-3360.4052734375,4.865675926208496,0.08649890869855881,0.6931281685829163,4.3951270305373557e-05,0.002,1.0,0.5000095367431641
61300,20,-0.13409423828125,-3516.7529296875,-3522.926513671875,5.37974739074707,0.10086041688919067,0.693132221698761,4.351392610048077e-05,0.002,1.0,0.5000073313713074
61400,20,-0.1842041015625,-3465.3974609375,-3470.74169921875,4.563887596130371,0.08727404475212097,0.6931347250938416,4.30809337596462e-05,0.002,1.0,0.5000061392784119
61500,20,-0.2081298828125,-3431.4638671875,-3438.712158203125,6.440299987792969,0.1150510311126709,0.6931407451629639,4.265224997894454e-05,0.002,1.0,0.5000031590461731
61600,20,-0.033337920904159546,-3402.726806640625,-3409.79248046875,6.2688751220703125,0.1037873774766922,0.6930485963821411,4.222783188535312e-05,0.002,1.0,0.5000487565994263
61700,20,-0.10198974609375,-3460.775634765625,-3466.169677734375,4.613764762878418,0.08722283691167831,0.6931501626968384,4.1807637032464303e-05,0.002,1.0,0.4999985694885254
61800,20,-0.1429443359375,-3460.738525390625,-3467.990234375,6.441858291625977,0.1167294904589653,0.6931421756744385,4.139162339624021e-05,0.002,1.0,0.5000025629997253
61900,20,-0.16790771484375,-3507.388916015625,-3514.40576171875,6.210775375366211,0.11314882338047028,0.6931697726249695,4.097974937080993e-05,0.002,1.0,0.49998873472213745
62000,20,-0.0037579983472824097,-3494.0771484375,-3500.65380859375,5.7798848152160645,0.10375293344259262,0.6931357979774475,4.057197376430854e-05,0.002,1.0,0.5000057220458984
62100,20,-0.1495361328125,-3438.202392578125,-3444.75048828125,5.7403483390808105,0.11474339663982391,0.6931366324424744,4.0168255794757363e-05,0.002,1.0,0.5000051856040955
62200,20,-0.13690185546875,-3546.673583984375,-3552.236328125,4.767075061798096,0.10249786078929901,0.6931236982345581,3.976855508598539e-05,0.002,1.0,0.5000116229057312
62300,20,-0.11468505859375,-3489.01953125,-3495.67041015625,5.849706649780273,0.1082608699798584,0.6931542754173279,3.937283166359122e-05,0.002,1.0,0.499996542930603
62400,21,-0.0212315171957016,-3515.796630859375,-3522.453369140625,5.866199493408203,0.09743478149175644,0.6931413412094116,3.8981045950945196e-05,0.002,1.0,0.5000029802322388
62500,21,-0.1204833984375,-3586.066650390625,-3592.0634765625,5.20384407043457,0.09974722564220428,0.6931440830230713,3.8593158765231256e-05,0.002,1.0,0.5000014901161194
62600,21,-0.14569091796875,-3495.781494140625,-3501.0126953125,4.4481306076049805,0.08988182991743088,0.6931449770927429,3.820913131352833e-05,0.002,1.0,0.500001072883606
62700,21,-0.17144775390625,-3639.304931640625,-3645.72705078125,5.615074157714844,0.11398282647132874,0.6931827068328857,3.782892518893052e-05,0.002,1.0,0.499982625246048
62800,21,-0.058763131499290466,-3519.282958984375,-3525.12841796875,5.058805465698242,0.09358369559049606,0.6931281685829163,3.745250236670606e-05,0.002,1.0,0.5000095963478088
62900,21,-0.12542724609375,-3592.5830078125,-3598.877197265625,5.492690086364746,0.10844442248344421,0.6931619048118591,3.7079825200494344e-05,0.002,1.0,0.49999308586120605
63000,21,-0.171875,-3579.29931640625,-3585.592529296875,5.506867408752441,0.09329055994749069,0.6931220293045044,3.671085641854112e-05,0.002,1.0,0.5000123977661133
63100,21,-0.13983154296875,-3619.242431640625,-3625.026123046875,4.981982231140137,0.10868950933218002,0.6931476593017578,3.6345559119970536e-05,0.002,1.0,0.4999997615814209
63200,21,-0.00884130597114563,-3587.54052734375,-3593.65283203125,5.334317684173584,0.0849950909614563,0.6931633949279785,3.5983896771094995e-05,0.002,1.0,0.49999210238456726
63300,21,-0.118408203125,-3719.386474609375,-3725.81689453125,5.6281890869140625,0.10910125821828842,0.6931424140930176,3.5625833201761206e-05,0.002,1.0,0.5000024437904358
63400,21,-0.1519775390625,-3589.7509765625,-3597.2548828125,6.697367191314697,0.1134348064661026,0.6931562423706055,3.527133260173279e-05,0.002,1.0,0.49999523162841797
63500,21,-0.1029052734375,-3638.802490234375,-3644.96826171875,5.383839130401611,0.0889262855052948,0.693147599697113,3.492035951710897e-05,0.002,1.0,0.4999997615814209
63600,21,-0.02258431166410446,-3649.798583984375,-3656.283447265625,5.69832181930542,0.09339162707328796,0.6931489706039429,3.457287884677873e-05,0.002,1.0,0.4999990463256836
63700,21,-0.10906982421875,-3670.359375,-3675.83447265625,4.693827152252197,0.08801775425672531,0.693148136138916,3.422885583891019e-05,0.002,1.0,0.4999995231628418
63800,21,-0.10137939453125,-3593.692626953125,-3599.235107421875,4.758129119873047,0.09289617836475372,0.6915180087089539,3.388825608747535e-05,0.002,1.0,0.5008825063705444
63900,21,-0.129150390625,-3691.267333984375,-3698.080322265625,6.016646862030029,0.10556002706289291,0.6910099983215332,3.355104552880883e-05,0.002,1.0,0.5010515451431274
64000,21,0.02590315043926239,-3658.885986328125,-3664.8095703125,5.135381698608398,0.09622061252593994,0.6917814612388611,3.321719043820127e-05,0.002,1.0,0.5006613731384277
64100,21,-0.15576171875,-3671.39892578125,-3678.12353515625,5.9337968826293945,0.09820930659770966,0.6926426887512207,3.288665742652652e-05,0.002,1.0,0.5002330541610718
64200,21,-0.1539306640625,-3688.61083984375,-3694.8603515625,5.458652973175049,0.09786707162857056,0.6927586793899536,3.2559413436902285e-05,0.002,1.0,0.5001925230026245
64300,21,-0.16583251953125,-3628.9560546875,-3636.387939453125,6.6253156661987305,0.11358517408370972,0.6930636763572693,3.223542574138408e-05,0.002,1.0,0.5000449419021606
64400,21,-0.005609780550003052,-3727.8759765625,-3735.6318359375,6.949355125427246,0.11326398700475693,0.6930932402610779,3.1914661937692166e-05,0.002,1.0,0.5000264048576355
64500,21,-0.12384033203125,-3730.70947265625,-3737.017578125,5.524906158447266,0.0899721309542656,0.6930205821990967,3.159708994597086e-05,0.002,1.0,0.50006103515625
64600,21,-0.165771484375,-3731.383056640625,-3738.14599609375,5.955381393432617,0.11431517452001572,0.6932788491249084,3.128267800558023e-05,0.002,1.0,0.4999415874481201
64700,21,-0.109130859375,-3704.347900390625,-3709.974365234375,4.8478899002075195,0.0861310362815857,0.692481279373169,3.097139467191988e-05,0.002,1.0,0.5003026127815247
64800,21,-0.05725754797458649,-3721.609375,-3728.440673828125,6.030534744262695,0.10730178654193878,0.6934768557548523,3.066320881328373e-05,0.002,1.0,0.4999020993709564
64900,21,-0.0906982421875,-3822.953857421875,-3829.464599609375,5.725708961486816,0.09162969887256622,0.6932897567749023,3.0358089607747007e-05,0.002,1.0,0.5000893473625183
65000,21,-0.1455078125,-3761.820556640625,-3767.96435546875,5.352212429046631,0.09834395349025726,0.6930716037750244,3.005600654008333e-05,0.002,1.0,0.5000576972961426
65100,21,-0.123046875,-3758.252685546875,-3764.759521484375,5.710511684417725,0.10332055389881134,0.6931335926055908,2.9756929398713068e-05,0.002,1.0,0.4999726414680481
65200,21,-0.009459659457206726,-3794.502197265625,-3799.959228515625,4.664884567260742,0.09912727773189545,0.6931526064872742,2.9460828272681723e-05,0.002,1.0,0.5000125765800476
65300,21,-0.10089111328125,-3800.271728515625,-3807.62548828125,6.5448760986328125,0.11575355380773544,0.6931254267692566,2.916767354866862e-05,0.002,1.0,0.5000143051147461
65400,21,-0.162353515625,-3849.856201171875,-3856.52490234375,5.8626909255981445,0.11270786821842194,0.6931373476982117,2.887743590802519e-05,0.002,1.0,0.49998587369918823
65500,21,-0.2392578125,-3791.934814453125,-3797.85986328125,5.134908676147461,0.09688661992549896,0.6931217908859253,2.8590086323842814e-05,0.002,1.0,0.4999862313270569
65600,22,-0.006697230041027069,-3802.04443359375,-3808.4716796875,5.639810562133789,0.09415780007839203,0.6930762529373169,2.8305596058049802e-05,0.002,1.0,0.5000414252281189
65700,22,-0.176513671875,-3801.7880859375,-3808.177734375,5.588414192199707,0.10818033665418625,0.69305419921875,2.8023936658537308e-05,0.002,1.0,0.49998193979263306
65800,22,-0.23388671875,-3868.60595703125,-3876.39892578125,7.000809669494629,0.099071204662323,0.6931296586990356,2.7745079956313766e-05,0.002,1.0,0.4999847114086151
65900,22,-0.1890869140625,-3755.652587890625,-3761.79931640625,5.349915027618408,0.10380029678344727,0.6931530237197876,2.7468998062687684e-05,0.002,1.0,0.49999716877937317
66000,22,-0.008655920624732971,-3807.154052734375,-3812.7587890625,4.808615684509277,0.10280680656433105,0.6933246850967407,2.7195663366478525e-05,0.002,1.0,0.5000144243240356
66100,22,-0.02801513671875,-3803.1123046875,-3808.7373046875,4.845736980438232,0.08652293682098389,0.692942202091217,2.692504853125521e-05,0.002,1.0,0.5000503063201904
66200,22,-0.17108154296875,-3882.0009765625,-3888.52685546875,5.718746662139893,0.11374642699956894,0.6932721138000488,2.665712649260232e-05,0.002,1.0,0.49991488456726074
66300,22,-0.16357421875,-3900.91015625,-3906.31103515625,4.6168389320373535,0.09430423378944397,0.6895871162414551,2.639187045541319e-05,0.002,1.0,0.5017222166061401
66400,22,-0.04920627176761627,-3855.962890625,-3861.60498046875,4.867708206176758,0.0827723890542984,0.6917091608047485,2.6129253891210183e-05,0.002,1.0,0.5006827116012573
66500,22,-0.1112060546875,-3915.071533203125,-3921.4091796875,5.549304962158203,0.09563049674034119,0.6926221251487732,2.5869250535491583e-05,0.002,1.0,0.5002504587173462
66600,22,-0.17523193359375,-3898.524169921875,-3904.837890625,5.525286674499512,0.09535163640975952,0.6929497122764587,2.5611834385104858e-05,0.002,1.0,0.5000938177108765
66700,22,-0.09326171875,-3908.33447265625,-3914.048828125,4.938235759735107,0.08289706707000732,0.6930764317512512,2.5356979695646005e-05,0.002,1.0,0.5000335574150085
66800,22,0.01708225905895233,-3928.968994140625,-3935.60009765625,5.840627670288086,0.09753140062093735,0.6931257843971252,2.5104660978884875e-05,0.002,1.0,0.5000095367431641
66900,22,-0.18841552734375,-3870.901611328125,-3876.825439453125,5.128796577453613,0.1018984317779541,0.6930561065673828,2.4854853000216064e-05,0.002,1.0,0.5000405311584473
67000,22,-0.17730712890625,-4014.06640625,-4019.939208984375,5.071114540100098,0.10857035219669342,0.6931717991828918,2.4607530776135178e-05,0.002,1.0,0.49998795986175537
67100,22,-0.10955810546875,-3854.833740234375,-3861.97607421875,6.337612152099609,0.11161571741104126,0.6931676268577576,2.43626695717402e-05,0.002,1.0,0.49998998641967773
67200,22,-0.018447309732437134,-3962.114013671875,-3967.72216796875,4.818894386291504,0.09607969969511032,0.6931667327880859,2.4120244898257783e-05,0.002,1.0,0.4999903440475464
67300,22,-0.14837646484375,-3900.005859375,-3906.187744140625,5.389917850494385,0.10099150985479355,0.6910302042961121,2.388023251059407e-05,0.002,1.0,0.5010600090026855
67400,22,-0.21649169921875,-3913.57080078125,-3918.93896484375,4.585826873779297,0.09047800302505493,0.6915417313575745,2.364260840490983e-05,0.002,1.0,0.500784695148468
67500,22,-0.18756103515625,-3986.1669921875,-3992.52001953125,5.554393768310547,0.10645218938589096,0.6922232508659363,2.340734881622004e-05,0.002,1.0,0.5004479885101318
67600,22,-0.05888575315475464,-3938.510498046875,-3946.292236328125,6.980977535247803,0.10827329754829407,0.6926720142364502,2.3174430216016917e-05,0.002,1.0,0.5002284049987793
67700,22,-0.16802978515625,-4017.843994140625,-4024.032958984375,5.392554759979248,0.10358355939388275,0.6929270029067993,2.2943829309916912e-05,0.002,1.0,0.5001058578491211
67800,22,-0.144287109375,-3943.11083984375,-3949.3525390625,5.441709518432617,0.10690176486968994,0.6930599808692932,2.271552303533097e-05,0.002,1.0,0.5000414848327637
67900,22,-0.1964111328125,-4062.174072265625,-4067.93115234375,4.953526496887207,0.11023575067520142,0.6931297183036804,2.2489488559158056e-05,0.002,1.0,0.5000076293945312
68000,22,-0.004641875624656677,-3997.7861328125,-4003.47265625,4.896097183227539,0.0974755510687828,0.6931555867195129,2.2265703275501604e-05,0.002,1.0,0.4999956488609314
